domain_length,entropy,num_subdomains,has_dnssec,has_ds_records,has_spf,has_dmarc,record_types_count,ttl_value,is_malicious,num_digits,num_hyphens,health_score
17,2.6420690434825973,2,0,0,1,0,5,86400,0,0,0,95.0
47,2.74340914661803,0,0,0,0,0,2,3600,0,8,1,69.0
47,3.7614891017076557,4,0,0,0,0,3,300,1,9,2,28.0
15,1.5620141066757134,4,0,0,0,0,3,300,0,8,2,65.0
27,2.3070589403949313,1,0,0,0,1,2,300,0,6,0,86.0
20,3.052788903946566,0,0,0,0,0,7,300,0,7,0,74.0
35,2.3065402273585303,0,0,0,0,0,5,86400,1,1,2,45.0
15,3.3853021422569967,0,1,0,1,0,5,3600,0,9,2,100.0
20,2.9456024378238497,3,1,1,1,1,4,3600,0,9,2,100.0
12,2.585130764578742,3,1,1,1,0,4,300,1,6,2,75.0
8,4.347625880611536,1,1,0,1,1,6,86400,1,0,2,75.0
44,3.3964784975593725,0,0,1,1,0,3,3600,0,2,0,100.0
8,1.8898241168038237,0,1,0,1,1,4,3600,0,5,0,100.0
29,3.1802750923301866,4,0,0,1,1,2,300,0,4,1,78.0
7,3.842195559602703,4,1,0,1,1,3,3600,0,4,1,96.0
36,3.625469092478392,1,1,0,1,0,7,300,0,8,0,100.0
7,2.016267687885778,0,1,1,0,0,7,86400,0,5,1,95.0
31,4.4172599971203095,1,0,0,1,0,5,300,0,2,2,82.0
33,2.846440937239818,4,0,0,1,0,3,3600,0,1,1,81.0
36,1.977075011220784,4,0,0,1,0,1,300,1,8,2,41.0
23,2.040587262384444,3,0,0,0,1,3,300,0,9,2,83.0
25,1.7947049765672416,1,0,1,0,0,4,300,0,3,1,92.0
9,3.910554325304803,1,0,1,1,0,2,300,1,4,1,66.0
22,1.866091482965546,0,0,0,1,1,5,300,0,8,2,89.0
32,1.8753757714252408,0,0,0,0,0,5,300,0,4,0,69.0
46,4.0514148442825135,3,1,0,1,1,4,3600,0,6,1,98.0
26,2.533812253342679,2,0,0,1,1,4,300,0,1,1,90.0
25,1.5925737129242172,2,0,0,0,1,4,3600,0,1,0,90.0
10,1.6556858985552325,2,1,0,1,1,1,300,0,3,1,100.0
5,1.9265113401116867,1,0,1,0,0,2,86400,0,7,2,86.0
9,2.1401800439270686,1,1,0,1,0,1,300,0,1,0,99.0
45,3.495438582715216,4,0,1,1,0,4,3600,0,9,0,100.0
16,1.9719788400054847,1,0,0,1,0,2,3600,0,6,2,86.0
30,1.856623173531216,1,0,0,1,0,7,86400,0,0,2,92.0
38,3.7941574244288376,1,0,1,0,1,7,300,0,8,2,100.0
18,3.5131658515797435,3,0,0,1,0,4,86400,1,9,0,53.0
30,2.805972664365709,1,0,0,1,0,2,300,0,5,2,86.0
49,3.147929314440312,0,0,0,1,1,5,300,0,0,1,84.0
31,2.4359520609792553,0,0,0,0,0,1,3600,0,9,1,67.0
13,2.947501260706082,4,0,0,0,0,6,86400,0,5,2,75.0
30,3.0200179469482373,3,0,0,0,0,4,86400,0,4,1,70.0
26,2.661711813534288,0,0,1,1,1,4,3600,0,4,1,100.0
34,4.219716632016488,3,0,1,0,1,3,3600,0,4,0,96.0
47,1.5481855949430186,3,0,0,1,1,6,86400,0,3,2,82.0
21,3.8465137892737387,4,0,0,1,0,5,3600,0,6,1,85.0
30,1.8731484937239729,3,0,1,1,1,4,300,0,8,2,100.0
40,3.8926420816115983,1,1,0,1,0,1,86400,0,3,2,97.0
5,3.3477357470301636,3,0,0,1,0,5,86400,0,1,1,82.0
12,4.029834272809207,4,1,0,1,0,4,3600,1,1,1,73.0
39,1.7925429769226924,4,1,1,0,0,1,300,0,1,0,76.0
19,3.176941902299322,4,0,0,1,0,3,86400,1,6,0,53.0
26,3.0032636407865914,0,0,0,1,1,3,86400,0,3,0,88.0
18,3.618579548890076,1,1,0,1,0,7,300,0,3,1,100.0
30,3.102871655681027,0,1,1,1,0,1,3600,0,0,0,100.0
32,3.1222037013993127,2,0,0,0,0,5,3600,0,3,2,72.0
27,2.788787830728194,1,1,0,0,0,1,3600,0,5,0,92.0
18,2.4265032720220225,3,1,0,1,0,6,3600,0,1,0,100.0
28,2.9467930837565763,4,0,0,0,1,1,300,0,3,0,79.0
6,1.8554770763052018,2,1,1,1,1,3,300,0,6,2,100.0
49,4.384540016949254,1,0,1,0,1,3,86400,0,8,2,100.0
30,3.6432322908797947,0,0,0,0,1,3,86400,0,1,1,86.0
18,4.35740135006354,4,1,0,0,0,6,300,0,7,0,87.0
11,2.18018214698989,0,1,0,1,1,4,86400,0,5,2,100.0
7,4.138023060529584,1,0,0,1,0,7,300,0,7,2,82.0
27,3.9263699536906156,1,0,0,1,0,6,3600,1,1,2,60.0
47,3.531457237373021,2,0,1,1,0,4,300,0,0,1,100.0
49,3.3750875582556175,3,1,1,0,0,6,300,0,6,1,84.0
22,2.44964899580361,0,0,0,0,0,2,86400,0,8,1,74.0
42,3.9492323548950923,2,1,0,1,0,4,300,0,8,0,100.0
39,3.0045463844392013,4,1,0,1,0,5,3600,0,1,2,100.0
19,1.712674727673856,3,0,0,0,1,5,3600,0,3,1,87.0
29,2.4385894825653898,2,0,0,1,0,7,86400,0,0,1,95.0
41,4.305891295635982,0,0,0,1,0,3,86400,0,6,2,81.0
32,4.052040781814538,1,0,0,0,1,6,300,0,1,2,82.0
14,4.445717094229618,4,0,0,0,0,1,86400,0,3,0,62.0
43,3.383980147812294,0,0,0,1,1,3,3600,0,1,0,83.0
21,2.2425302194212358,3,0,0,0,1,7,86400,0,0,0,90.0
43,1.9884451490305914,3,0,0,0,0,1,86400,1,6,1,29.0
26,2.060743321825385,1,0,1,1,0,6,3600,0,5,1,100.0
30,1.5593869750417633,1,0,0,0,0,3,300,0,1,2,70.0
48,2.6720463329578177,4,0,1,0,0,3,300,0,3,0,83.0
29,2.0742830414986275,4,0,0,0,0,5,86400,0,2,2,75.0
21,2.734966381370107,1,0,0,1,0,1,3600,0,2,0,87.0
17,4.304983295516296,1,0,0,1,0,2,3600,0,2,0,84.0
24,2.79162062852157,3,0,0,0,0,2,3600,0,3,0,69.0
29,4.133953490954505,1,1,0,0,0,3,300,0,0,0,88.0
8,3.3165142998476296,2,0,0,1,1,6,3600,0,0,2,87.0
14,2.2413946639841758,0,0,0,1,0,3,3600,0,6,2,91.0
7,2.567564277777634,1,1,0,1,1,7,300,0,4,1,100.0
45,1.7517586074642884,4,0,0,0,0,5,3600,0,2,0,67.0
49,2.5003877807880315,2,0,1,1,1,7,300,0,8,2,100.0
22,3.532622836510602,4,1,0,1,0,1,86400,0,4,0,97.0
40,1.7163332787883054,2,1,0,1,0,7,86400,0,9,0,100.0
26,2.116204225434088,1,1,0,1,0,3,86400,1,2,1,81.0
38,2.6443231242399343,0,1,1,0,0,7,86400,0,8,1,95.0
12,4.446148611047888,4,0,0,1,0,6,86400,0,0,2,85.0
44,3.8545854688766408,2,0,0,0,0,2,300,0,8,2,61.0
48,3.7004602394763118,3,0,0,0,0,1,300,0,4,1,54.0
23,1.848572869576338,1,0,0,1,0,3,300,1,5,2,55.0
46,3.842987680844974,0,0,0,1,0,1,3600,0,1,2,77.0
45,3.8558064345480454,1,1,0,0,0,5,86400,0,7,1,90.0
41,3.3033080868729847,3,0,1,1,0,7,3600,0,2,0,100.0
10,4.471085345995116,0,0,1,0,1,2,3600,0,0,0,100.0
30,2.475761717773656,3,1,0,1,0,6,3600,0,6,1,100.0
38,4.323817344725555,1,1,1,1,1,1,86400,0,2,0,97.0
49,4.244193344869511,2,0,0,0,0,2,3600,0,3,0,64.0
10,1.5344419792481334,1,1,1,0,0,7,86400,0,4,1,97.0
41,2.8503495794244333,1,1,0,0,0,3,86400,0,0,2,91.0
37,4.43131269915472,1,0,0,0,0,6,86400,0,8,1,70.0
26,1.8093640872242274,4,0,1,0,1,6,3600,1,6,1,77.0
25,3.1433540831499585,3,0,1,1,0,4,86400,0,1,0,100.0
10,4.436872521123313,3,0,0,0,1,1,86400,1,0,1,47.0
10,3.1664862723175804,3,0,1,1,0,2,300,0,1,0,98.0
8,2.069445908916468,4,1,0,0,0,1,3600,0,2,1,82.0
34,3.246549690277769,2,1,1,1,0,3,300,0,2,2,100.0
15,2.1133217218486404,1,1,0,0,0,3,300,0,7,0,93.0
34,3.0591127886834526,2,1,0,0,0,7,3600,0,4,1,92.0
35,1.7221266537370439,4,1,0,1,0,6,300,0,8,0,99.0
28,3.316448007643214,3,0,0,0,0,6,86400,0,2,1,72.0
13,3.0503698173844747,1,0,0,1,1,2,300,0,5,1,83.0
7,3.720484106284389,0,1,0,1,0,5,300,0,3,1,100.0
35,3.392101413476355,0,0,0,1,1,1,86400,1,7,0,49.0
44,3.14881880559227,2,0,1,0,0,1,300,0,0,0,81.0
41,3.5693365477443635,3,0,0,0,0,3,86400,0,3,2,61.0
40,1.9318257407166926,0,1,0,0,1,1,3600,0,6,2,99.0
28,3.286078983775812,2,0,0,1,1,2,300,0,8,2,83.0
35,2.0163318084683333,4,1,0,0,0,4,3600,0,0,2,88.0
10,4.2765666235556425,2,0,0,0,0,6,300,0,7,1,72.0
6,1.7050023145368125,2,0,0,0,0,3,86400,0,1,0,68.0
24,2.7911242490723795,2,0,0,0,1,6,300,0,3,1,92.0
32,3.5873924329663347,1,1,0,0,0,6,3600,0,3,0,90.0
15,2.8740666350047763,2,0,0,0,1,6,86400,0,7,0,95.0
8,1.7762857596987072,2,1,0,0,0,4,86400,0,1,1,90.0
19,3.160137048380122,1,0,1,0,0,1,3600,0,6,1,89.0
10,3.4248957264820636,1,0,0,0,1,5,3600,0,2,0,92.0
34,3.611376932971523,4,0,1,1,1,6,300,0,8,2,97.0
42,2.6197794433882766,3,0,0,0,0,2,300,0,4,2,61.0
6,3.1909799130862866,0,0,1,0,1,6,86400,0,7,0,100.0
19,2.8520594248167392,0,0,0,0,1,6,3600,1,4,1,65.0
15,3.51616811625676,2,1,0,0,1,1,3600,0,0,1,100.0
12,3.2506709019744555,4,0,1,0,1,7,300,1,8,0,74.0
30,3.0772686586774047,2,0,0,1,0,2,300,1,9,1,53.0
49,2.248573100514746,0,1,0,1,1,1,86400,0,6,0,100.0
48,1.5060555532447018,1,0,0,0,1,6,3600,0,3,0,87.0
9,2.022245025934288,3,0,1,1,0,7,3600,0,6,0,100.0
10,1.851198124272506,4,0,0,0,0,1,3600,0,4,1,64.0
30,2.8472542350328403,1,0,0,0,0,1,3600,1,9,2,42.0
8,3.336774452285534,3,0,0,1,1,3,300,0,8,0,75.0
23,2.1392550260544247,4,1,0,1,1,4,300,1,1,1,75.0
24,4.317171287901561,4,0,1,1,0,7,300,0,3,2,100.0
37,1.5200463876716634,0,0,0,0,0,5,86400,0,5,0,72.0
24,3.8169030454960287,1,0,1,0,0,7,3600,0,4,2,95.0
16,3.375614308591327,4,1,0,1,0,4,300,0,0,1,100.0
5,2.6206644031430457,4,0,0,1,0,4,3600,0,8,2,83.0
30,1.6514668332372238,3,1,0,0,0,2,300,0,8,2,83.0
18,3.382459715352838,0,1,0,1,1,3,86400,1,2,1,78.0
42,2.6568405385969442,2,1,0,1,0,3,300,0,3,0,100.0
41,4.308801418239657,0,1,0,0,1,1,86400,1,3,1,67.0
15,3.125970224669298,2,0,0,1,0,4,3600,1,9,1,60.0
40,4.318954533880524,1,1,0,1,1,7,300,0,7,0,100.0
17,2.161451080419912,1,0,0,0,0,5,300,0,5,0,77.0
47,3.6771777310923097,4,1,0,1,1,2,300,0,1,1,91.0
7,3.351747062546177,1,0,0,0,0,7,3600,0,3,0,72.0
37,3.7182246894939355,4,1,0,0,0,3,86400,0,0,0,81.0
10,2.1440035919176106,0,0,0,1,0,1,86400,0,2,1,87.0
14,3.4949835487133214,1,0,0,1,0,5,300,1,3,1,59.0
9,2.994121179170607,0,1,1,1,1,4,3600,0,7,1,100.0
27,3.728474924718949,0,0,0,1,0,7,86400,0,2,1,90.0
14,2.481133932455453,1,0,0,1,1,5,86400,0,4,2,95.0
48,4.170171076395757,0,0,0,1,0,3,86400,0,0,2,81.0
6,1.7529039438340512,1,1,1,0,1,2,86400,0,3,0,100.0
17,3.921567956373564,1,0,0,1,0,7,86400,0,1,2,90.0
44,4.083958877445273,1,0,1,1,0,4,300,0,3,2,100.0
6,3.9517569341004637,2,0,0,0,0,2,300,0,4,2,61.0
24,3.038179182785328,0,0,1,1,1,6,300,1,2,0,79.0
5,2.8151549400922837,3,1,0,1,0,5,86400,0,5,2,100.0
41,4.48878685957463,1,1,0,1,0,5,86400,0,1,1,100.0
13,2.1875158536424864,0,0,0,0,0,1,86400,0,4,1,72.0
21,3.140627897628134,4,0,1,1,0,4,300,0,3,0,100.0
13,3.512026576146977,1,1,1,0,0,5,86400,1,4,0,65.0
15,3.602602907584296,1,0,0,0,0,3,300,0,8,0,68.0
19,2.1120739972157363,3,0,0,1,1,6,86400,0,5,2,90.0
28,3.4619822770194038,2,0,0,1,1,3,300,1,6,0,55.0
42,3.955108699444012,2,0,0,0,1,2,3600,0,7,0,79.0
39,1.6500557304633365,1,0,0,0,0,6,86400,0,8,0,72.0
34,4.2345638799759495,0,0,0,1,0,6,86400,0,4,1,85.0
35,1.5885121654356178,4,0,1,1,1,3,300,0,7,0,95.0
9,2.567913097465183,4,0,0,1,0,5,86400,0,1,1,85.0
48,1.5474395886988863,0,1,0,1,0,3,300,0,9,1,100.0
18,1.7314355056187456,1,0,0,0,1,4,300,0,8,0,87.0
15,4.233504855540238,4,1,1,0,0,2,3600,0,1,0,84.0
13,2.5645824922384435,2,0,0,0,0,7,3600,1,4,2,50.0
38,2.7743145912751586,0,1,0,0,0,6,86400,0,5,0,95.0
16,2.146033144147658,3,1,1,0,0,4,86400,0,3,0,93.0
39,3.2912873105601594,1,1,1,0,0,5,300,1,7,0,59.0
39,3.284409644033369,0,1,0,1,0,5,300,0,9,0,100.0
5,2.6166011754756577,4,0,0,0,0,3,300,0,2,0,63.0
44,2.4991046154161953,1,0,1,1,1,1,300,0,4,0,99.0
26,4.154892924541763,2,0,0,1,0,6,86400,1,1,2,60.0
33,2.649852718926604,1,0,0,1,1,6,3600,1,2,2,60.0
12,2.9805029764632245,1,0,0,1,0,1,86400,0,7,0,87.0
15,2.349914287274792,2,1,0,1,1,5,86400,1,4,2,85.0
45,3.8603085100713823,2,0,1,0,1,5,86400,0,2,1,100.0
41,2.692344470697275,1,0,0,0,1,7,3600,1,4,2,60.0
18,3.0408331396329737,2,1,0,0,1,7,86400,0,8,1,100.0
34,2.2600715101789843,0,0,1,0,0,6,3600,0,2,0,95.0
39,4.462978777023755,2,0,0,1,0,7,300,0,9,1,82.0
25,2.374487222771169,2,1,0,1,0,7,86400,0,6,0,100.0
41,3.812227592716655,1,0,1,1,0,2,300,0,7,2,96.0
9,2.7824869510702777,0,0,0,0,0,6,300,0,4,1,72.0
23,2.1186522152524194,3,1,0,1,0,5,300,0,2,1,100.0
18,3.8991562918945837,3,1,0,0,0,5,86400,0,5,1,90.0
30,2.5008203670871296,4,1,0,1,1,7,300,0,2,0,100.0
8,4.095580042193433,2,0,1,0,1,2,86400,0,8,0,99.0
29,4.245771554753469,2,1,0,0,0,7,300,0,1,2,92.0
49,4.079471506173828,0,0,0,0,0,7,86400,1,2,2,40.0
46,1.605023744420417,3,0,0,1,1,4,86400,0,6,0,80.0
29,3.862120035015317,4,0,0,0,0,4,86400,0,9,2,68.0
22,2.7340183994974314,0,0,1,0,0,2,300,1,7,1,61.0
44,4.121168760546675,2,0,1,1,0,2,86400,0,4,1,99.0
12,3.4138627880542165,3,0,1,1,0,4,300,0,4,1,100.0
43,4.000929402431876,4,0,0,0,0,4,3600,0,4,2,63.0
44,2.998295309600506,1,0,0,1,1,4,300,0,3,1,85.0
18,3.1050765137967984,3,1,0,0,0,4,300,0,8,1,87.0
36,1.9331628964010017,4,0,1,0,0,6,86400,0,5,0,87.0
42,3.8519620760680664,0,0,0,0,1,6,300,0,7,0,82.0
37,2.758168835000915,1,0,0,0,1,7,3600,0,7,2,90.0
27,3.000240354814748,4,0,0,1,0,3,86400,0,4,0,83.0
19,3.855293142287123,4,0,0,1,1,7,300,0,8,2,82.0
37,3.296536200238317,2,0,0,0,1,2,300,0,1,2,78.0
29,2.1032961823280023,3,0,1,1,1,1,86400,0,7,0,100.0
21,3.270697977452678,2,1,0,1,1,3,86400,1,2,0,78.0
37,2.7228985739389673,1,0,0,0,1,1,300,0,6,2,79.0
6,2.908576626131588,4,0,0,0,0,1,300,1,8,2,29.0
18,1.5849338232080035,2,0,1,1,1,5,86400,0,4,2,100.0
44,2.1300880485488447,3,0,0,1,1,2,86400,0,7,1,79.0
44,2.343114244143085,1,0,0,1,0,6,3600,0,3,1,90.0
43,3.638880023576417,0,0,0,1,0,3,3600,0,0,0,81.0
10,1.5344774198943458,2,0,0,0,1,7,3600,1,0,1,62.0
10,2.726331783687396,1,1,0,1,1,2,86400,0,5,1,100.0
7,4.2720806112771985,0,1,0,0,0,4,86400,0,7,2,88.0
11,1.8356418496473714,2,0,0,1,0,2,86400,0,9,1,86.0
12,3.0492731646558333,1,1,0,1,1,1,300,0,1,0,100.0
46,3.859567147172541,1,0,0,0,0,6,86400,0,3,1,70.0
19,4.32759392256035,2,1,0,0,0,4,300,1,2,1,60.0
33,3.740329918601154,1,0,0,1,0,2,86400,0,8,1,79.0
37,3.6616966459332185,4,0,0,0,0,2,86400,1,2,0,29.0
34,3.9794642705872874,2,1,0,1,1,6,300,0,7,0,100.0
43,2.838603662932631,1,1,0,1,0,1,86400,0,6,2,100.0
31,3.9175335978534993,0,1,0,1,0,7,86400,0,0,1,100.0
40,1.5238932142363533,0,0,1,0,0,4,86400,0,7,2,90.0
33,4.273683166130414,4,1,0,1,0,1,3600,0,8,2,92.0
42,2.829919528551526,2,1,0,1,1,6,86400,0,7,0,100.0
37,3.160140563597243,1,0,1,1,0,2,300,0,9,2,98.0
41,2.264646746744647,1,0,0,1,0,7,300,0,9,1,87.0
31,3.7275924985212643,0,0,1,1,0,3,300,0,0,2,98.0
37,1.7299074194257464,4,1,0,1,0,3,86400,0,6,0,98.0
8,4.117907407640506,0,0,0,0,1,5,300,0,8,0,82.0
26,3.9843504870190283,0,0,0,1,0,3,3600,0,4,0,86.0
6,2.148180348734299,4,0,0,0,1,6,300,0,1,1,82.0
14,3.927973194855787,2,0,0,0,0,6,86400,0,7,2,75.0
9,3.8590731991844445,1,0,0,0,0,6,3600,0,8,1,70.0
14,3.396649793261847,2,0,0,1,1,4,300,0,6,0,87.0
37,2.6205605306990627,3,1,0,1,1,5,3600,0,4,1,100.0
42,2.3144962625456036,3,0,0,1,1,4,300,0,7,0,80.0
17,2.19535077086805,3,1,0,0,0,7,86400,0,5,1,95.0
35,2.4558268882908214,4,0,0,0,0,3,3600,0,3,1,66.0
40,4.210675330297591,0,0,0,0,1,7,300,0,0,2,82.0
49,1.7329223279663437,2,0,0,1,0,3,300,0,5,2,80.0
28,3.986613828758876,1,0,0,0,1,2,3600,0,7,0,84.0
19,2.546670225125471,3,0,1,0,1,4,3600,0,2,2,100.0
33,3.0647981880340747,2,1,1,0,1,1,3600,0,6,2,99.0
12,3.883456900945472,3,0,0,1,1,7,3600,0,6,1,85.0
9,4.153129641068913,3,0,0,1,0,2,300,0,8,0,71.0
33,2.534344260217941,1,0,0,1,1,4,300,0,0,1,85.0
8,2.885530443825331,4,0,0,0,0,6,300,0,4,1,67.0
16,2.743548194450377,0,1,1,0,0,5,86400,0,7,2,100.0
49,1.5397531005117315,4,0,0,0,0,7,3600,0,2,2,67.0
6,2.38782866657597,2,0,1,0,0,4,300,0,4,0,90.0
31,2.8775677011976857,4,0,0,0,1,5,3600,0,0,2,85.0
35,2.7332808266413195,2,0,0,0,1,7,3600,1,8,1,60.0
40,3.6657876825470384,2,0,0,0,0,5,300,0,3,2,67.0
40,2.6544108516633096,0,0,0,0,0,7,3600,1,4,0,45.0
30,2.9681293469120105,1,0,0,0,1,3,3600,0,2,0,91.0
47,2.78882577639709,0,0,0,1,1,1,3600,0,1,1,82.0
31,3.7218784466831116,4,0,0,1,1,7,3600,0,6,1,80.0
9,4.088917196960887,2,1,0,1,1,4,3600,0,4,2,100.0
24,3.0956672370225427,3,0,0,0,1,1,300,0,9,0,76.0
15,3.8682965825855735,3,1,0,0,0,5,300,0,2,1,87.0
14,2.390360046059552,2,1,1,1,1,3,3600,0,1,2,100.0
44,3.124108830471806,0,0,0,0,1,7,3600,0,9,2,87.0
42,2.5356898610099172,1,0,0,1,1,1,3600,0,5,2,82.0
10,2.742602776715491,0,0,1,1,0,2,86400,0,9,1,100.0
12,3.6972415944380055,2,1,0,1,1,5,3600,0,5,1,100.0
27,4.1449874469981385,2,0,0,1,0,2,86400,0,2,2,84.0
30,1.8644861732632962,1,0,1,1,0,6,86400,0,8,2,100.0
47,3.4039177694621414,4,0,1,1,1,1,86400,0,0,1,94.0
16,3.2464314227333952,4,1,0,0,0,1,300,0,2,0,81.0
30,1.8552451175277955,1,0,0,0,0,1,86400,0,0,2,69.0
17,2.1356829913203272,4,0,0,0,1,6,3600,0,6,0,90.0
44,2.4330074841980407,3,0,0,0,1,4,3600,0,1,0,83.0
22,2.0007932124525043,4,0,1,0,1,5,300,0,3,1,100.0
29,2.2311884475730253,4,0,0,0,0,5,300,0,3,1,72.0
37,2.3028023965851228,4,1,0,1,1,7,3600,0,7,0,100.0
44,2.5070214991171786,3,1,0,0,0,7,300,0,3,1,87.0
47,3.748171358403477,4,1,0,0,1,7,300,1,2,0,67.0
16,3.2157366115518022,3,0,1,0,0,5,86400,0,9,0,92.0
48,4.458740015854204,1,0,0,1,1,4,86400,0,2,1,83.0
40,2.7442074809024133,0,0,1,0,0,1,300,0,4,1,84.0
8,3.761595221510775,1,0,0,1,1,1,3600,0,5,2,77.0
9,4.114405264129601,0,0,0,1,0,6,86400,0,6,1,85.0
41,3.536935479114126,1,0,1,1,1,2,3600,0,4,2,99.0
12,2.735594221252488,0,0,1,0,0,4,300,0,6,1,95.0
46,3.7607838922372587,0,0,1,0,1,3,3600,0,3,1,100.0
32,2.1110014133180544,2,0,1,1,0,4,3600,0,4,1,100.0
35,2.482656495540397,0,1,0,0,0,6,3600,0,5,1,95.0
13,3.1400557652978662,0,0,0,0,1,2,3600,0,8,0,86.0
33,3.2262281618584447,2,1,1,0,1,2,300,0,5,1,98.0
18,1.5664244264178884,4,1,0,1,0,7,300,0,9,0,100.0
44,4.335342566268026,4,0,0,0,0,7,86400,0,0,1,65.0
45,3.5898818136521697,2,0,0,1,1,2,86400,0,6,1,79.0
26,2.987111250695673,3,0,0,0,1,1,86400,0,2,0,82.0
15,4.299381703224925,0,1,1,1,0,3,86400,0,5,1,100.0
27,2.8172866957524856,0,0,0,1,1,2,3600,0,1,2,89.0
5,4.441306710811116,2,1,1,0,1,5,86400,0,6,2,100.0
41,3.0368542717304554,2,0,0,0,0,1,86400,0,0,1,64.0
25,1.8428573099939385,3,1,0,0,0,3,3600,1,1,2,58.0
30,3.7944029173778318,4,1,0,0,1,5,300,0,8,2,100.0
40,3.5366931752335216,1,0,0,1,1,3,86400,0,8,2,81.0
27,3.8189601639167603,4,0,0,0,1,6,300,0,6,2,82.0
5,4.354326086177043,0,0,0,1,0,3,86400,0,1,0,81.0
44,3.8294679079530543,2,0,0,0,0,5,300,0,4,0,67.0
19,3.3340098066499406,3,0,0,0,0,4,86400,0,3,0,70.0
25,4.071926707082523,4,1,0,1,1,3,300,0,1,2,98.0
13,3.5197393180635945,3,0,0,1,0,4,300,0,1,2,80.0
13,2.724357170477769,4,1,0,0,0,3,86400,1,9,0,61.0
14,4.15685929272532,0,1,0,1,0,6,300,0,7,2,100.0
30,2.1657013823531184,1,0,1,0,0,5,86400,0,4,0,100.0
45,3.6439238247261727,3,1,0,1,0,3,86400,0,7,0,96.0
39,4.144690364822271,3,0,1,0,0,2,3600,0,1,0,79.0
29,3.693949559109889,1,1,1,0,1,6,86400,0,1,2,100.0
30,3.591826257161571,3,0,0,1,0,2,86400,0,2,0,79.0
15,3.757914882215508,3,0,1,0,0,6,86400,0,9,1,90.0
42,2.895165744901933,4,0,0,0,0,6,86400,0,7,0,70.0
6,4.122512046471078,4,0,1,0,0,7,3600,0,7,0,85.0
11,2.1103094254082735,1,0,1,1,0,3,3600,0,2,1,100.0
22,1.8821592480010179,0,0,0,1,0,5,3600,0,0,2,92.0
31,2.3565263403555345,3,0,0,1,0,7,3600,0,6,0,85.0
38,3.0947321903249794,0,1,0,0,1,5,300,0,3,1,100.0
31,3.0316853862280144,1,0,0,1,0,1,86400,0,2,2,79.0
21,3.96179627302976,1,0,0,0,0,5,3600,0,4,1,75.0
47,2.713705969212052,4,0,0,0,1,4,86400,0,5,0,83.0
48,2.9530332788745257,3,1,0,1,0,3,3600,0,0,1,100.0
28,1.540103049778187,2,1,0,0,1,2,86400,0,8,2,100.0
29,2.7292177093288172,1,0,1,0,0,5,300,1,5,0,67.0
11,3.443322698851026,3,0,1,1,0,2,3600,0,2,1,100.0
10,1.5465249918797765,0,0,0,1,0,1,300,0,0,2,81.0
28,2.3426458955587313,4,0,0,0,1,3,300,0,8,2,83.0
37,2.1238690778681697,0,1,0,0,0,5,86400,0,1,0,95.0
33,1.6259562867287647,1,0,0,1,0,7,3600,0,9,0,87.0
47,2.9377802697436124,1,1,1,0,0,2,300,0,5,0,86.0
26,2.0451698796844697,0,0,0,0,0,7,86400,1,5,0,50.0
30,3.7292446188941404,1,1,0,0,1,6,86400,0,2,1,100.0
32,4.043783651290045,3,0,1,1,0,7,86400,0,5,2,100.0
25,3.1367555480074434,1,1,1,0,1,5,300,0,1,0,100.0
11,4.445122027563425,4,1,0,0,0,1,86400,0,7,0,82.0
21,2.851435714411786,3,1,0,0,1,7,86400,0,0,0,100.0
24,3.0401046306747466,2,0,0,0,0,6,86400,1,5,1,47.0
45,4.4676532618732505,1,0,0,0,1,2,300,1,0,2,46.0
24,2.1946453078951462,1,0,1,1,0,2,86400,1,8,2,79.0
26,4.327637819030716,4,0,0,1,1,3,300,0,8,0,78.0
32,1.6285126653573396,4,0,0,0,1,7,86400,0,5,2,82.0
44,2.8391606707895845,0,0,1,1,0,7,300,0,5,1,100.0
11,1.7100105363991973,0,0,0,0,1,3,300,0,8,2,85.0
5,3.687704228740929,0,0,1,1,1,2,3600,0,4,0,99.0
36,3.3252268076400533,4,0,0,0,1,6,3600,0,8,2,82.0
17,3.619902790402789,0,0,0,1,0,7,3600,0,4,1,90.0
34,2.623441199904051,0,0,0,0,0,3,300,0,3,1,68.0
27,2.608445802094141,2,0,0,1,1,2,86400,0,1,2,89.0
23,1.635957836882684,0,0,0,1,0,6,86400,1,1,2,62.0
36,2.5498348185889195,1,0,0,0,0,4,300,0,0,0,70.0
34,4.287865206786178,4,1,0,0,1,5,86400,0,9,0,100.0
33,2.637679611541347,3,1,1,0,0,7,300,0,2,0,87.0
49,3.99410311866591,2,1,0,1,0,4,86400,0,0,2,100.0
33,4.026976514249802,4,1,0,0,0,4,300,0,5,1,80.0
34,2.6197234691377016,4,0,0,1,1,5,3600,1,6,1,55.0
20,3.3959660411885673,1,0,1,1,1,2,3600,1,8,2,76.0
44,1.786114806819176,0,0,0,0,1,2,86400,1,6,1,51.0
23,1.8110357422028294,1,0,1,0,1,3,86400,0,3,1,100.0
22,1.64597299098514,0,0,0,1,0,1,86400,0,3,2,84.0
5,3.2430452801253287,0,0,0,1,0,2,86400,0,7,1,81.0
18,2.778212932878291,4,0,0,1,0,5,3600,0,3,2,90.0
6,3.1440970699927204,0,0,0,0,0,1,3600,0,0,0,64.0
32,3.0632195715251633,2,1,0,0,0,5,300,0,8,1,89.0
34,2.550608973272191,2,0,1,1,1,5,86400,0,2,2,100.0
